#OTU ID	Cd11	Cd21	CG11	CG21	Cr11	Cr21	Cu11	Cu21	oh11	oh21	PAP11	PAP21	PNP11	PNP21	Seed
ASV_321	0	0	10	0	0	0	0	0	213	6	0	0	0	3	0
ASV_1131	0	0	8	1	0	0	0	0	1	1	0	0	0	0	0
ASV_1181	0	0	1	1	0	0	0	0	5	2	0	0	0	0	0
ASV_253	0	0	78	15	0	0	0	0	127	137	0	0	0	0	0
ASV_946	0	0	3	0	0	0	0	0	2	1	0	0	0	0	15
ASV_1069	0	0	4	4	0	0	0	0	0	4	0	0	0	0	1
ASV_615	0	0	5	0	0	0	0	0	9	4	0	0	0	0	36
ASV_333	0	0	16	114	0	0	0	0	10	57	0	2	0	17	0
ASV_232	0	0	42	16	0	0	0	0	212	37	0	0	0	0	126
ASV_482	0	0	84	62	0	0	0	0	4	5	0	0	0	0	0
ASV_409	0	0	9	0	0	0	0	0	38	0	0	0	1	0	88
ASV_377	0	0	14	133	0	0	0	0	0	25	0	0	0	0	0
ASV_119	0	0	13	1141	0	0	0	0	0	219	0	0	25	22	0
ASV_770	0	0	18	8	0	0	0	0	5	1	0	0	0	0	0
ASV_216	0	0	36	3	0	1	0	0	1	2	0	0	428	1	0
ASV_995	0	0	5	3	0	0	0	0	2	2	0	0	1	2	0
ASV_791	0	0	25	0	0	0	0	0	4	0	0	0	0	0	0
ASV_380	0	0	36	1	10	4	0	0	27	27	0	0	0	0	50
ASV_151	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1023	0	0	7	8	1	15	0	0	0	6	0	1	0	0	0
ASV_1184	0	0	2	1	0	0	0	0	0	0	1	0	15	0	0
ASV_516	0	0	14	0	0	0	0	0	70	3	0	0	0	0	0
ASV_567	0	0	13	0	0	0	0	0	53	0	0	0	0	0	0
ASV_591	0	0	10	9	0	0	0	0	2	30	0	0	0	0	7
ASV_964	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0
ASV_415	0	0	10	19	0	0	0	0	7	106	0	0	0	0	1
ASV_460	0	0	24	0	0	0	0	0	38	2	0	0	1	0	45
ASV_983	0	0	2	9	0	1	0	0	1	3	0	0	0	0	1
ASV_658	0	0	8	5	0	0	0	0	0	15	0	17	0	0	0
ASV_384	0	0	24	49	9	18	0	0	16	77	0	0	0	29	3
ASV_667	0	0	15	1	0	0	0	0	24	6	0	0	0	0	2
ASV_660	0	0	15	0	0	0	0	0	4	0	0	0	16	0	17
ASV_717	0	0	20	3	0	0	0	0	0	11	0	0	0	1	0
ASV_343	0	0	39	63	0	0	0	0	53	47	0	6	0	6	0
ASV_517	0	0	17	3	0	0	0	0	0	0	0	0	54	5	0
ASV_221	0	0	25	19	0	0	0	0	80	16	0	0	207	2	100
ASV_322	0	0	1	1	0	0	0	0	35	185	0	0	0	0	0
ASV_211	0	0	33	261	0	0	0	0	46	181	0	0	0	0	0
ASV_497	0	0	10	0	0	0	0	0	77	0	0	0	0	0	0
ASV_197	0	0	55	154	0	0	0	0	123	153	0	0	0	3	111
ASV_794	0	0	2	25	0	0	0	0	0	0	0	0	0	3	0
ASV_227	0	0	10	90	0	0	0	0	18	332	0	0	1	7	1
ASV_1151	0	0	2	0	0	0	0	0	5	0	0	0	0	0	1
ASV_819	0	0	5	0	0	0	0	0	28	0	0	0	0	0	0
ASV_153	0	0	20	352	0	31	0	0	3	677	1	0	3	19	12
ASV_374	0	0	3	0	0	1	0	0	9	0	0	0	0	0	148
ASV_445	0	0	5	16	3	0	0	0	6	71	0	0	3	14	0
ASV_972	0	0	3	0	0	0	0	0	13	0	0	0	0	0	6
ASV_565	0	0	40	0	0	0	0	0	19	0	0	0	0	0	0
ASV_447	0	0	12	0	0	0	0	0	39	0	0	0	0	2	66
ASV_320	0	0	2	20	21	160	0	0	2	8	0	0	0	1	0
ASV_1044	0	0	6	3	0	0	0	0	5	0	0	0	0	0	0
ASV_401	0	0	15	132	0	0	0	0	2	5	0	0	0	0	2
ASV_1147	0	0	6	0	0	0	0	0	1	0	0	0	0	0	5
ASV_347	0	0	82	0	1	0	0	13	0	1	67	12	0	0	14
ASV_666	0	0	35	2	0	0	0	0	9	0	0	0	0	0	1
ASV_483	0	0	11	0	0	0	0	0	2	0	0	0	85	0	0
ASV_625	0	0	21	4	0	0	0	0	7	2	0	0	12	6	38
ASV_259	0	0	3	0	0	0	0	0	0	64	0	0	276	1	0
ASV_87	0	0	21	1	0	0	0	0	98	7	0	0	395	1660	0
ASV_144	0	0	1	0	0	0	0	0	4	1	0	0	0	0	1147
ASV_638	0	0	8	2	0	0	0	0	45	1	0	0	0	0	0
ASV_404	0	0	21	0	0	0	0	0	82	0	0	0	39	0	96
ASV_379	0	0	8	14	5	0	0	0	7	155	0	0	0	0	0
ASV_459	0	0	14	11	0	0	0	0	21	20	0	0	0	0	59
ASV_663	0	0	10	4	1	1	0	0	0	2	0	0	16	13	0
ASV_512	0	0	7	73	0	0	0	0	0	1	0	0	0	4	1
ASV_1129	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0
ASV_440	0	0	2	6	0	0	0	0	0	1	0	0	121	44	0
ASV_693	0	0	12	0	0	0	0	0	24	0	0	0	0	0	7
ASV_495	0	0	16	47	0	0	0	0	7	31	0	0	0	4	0
ASV_340	0	0	13	0	3	0	0	0	36	0	0	0	1	0	139
ASV_1082	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0
ASV_19	0	0	8	5	811	10308	0	0	3	0	0	0	0	14	1
ASV_948	0	0	11	0	0	0	0	0	8	0	0	0	0	0	0
ASV_761	0	0	24	0	0	0	0	0	5	0	0	0	0	0	0
ASV_619	0	0	4	0	0	0	24	1	0	0	2	2	3	0	72
ASV_748	0	0	4	0	0	15	0	0	5	3	0	0	31	3	0
ASV_856	0	0	4	2	0	0	0	0	5	2	0	0	0	0	36
ASV_852	0	0	12	0	0	0	0	0	15	0	0	0	0	0	0
ASV_963	0	0	4	5	0	0	0	0	7	4	0	0	0	0	0
ASV_727	0	0	5	3	0	0	0	0	23	4	0	0	0	1	1
ASV_1128	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0
ASV_226	0	0	18	0	0	0	0	0	306	0	0	0	115	0	0
ASV_214	0	0	3	1	0	0	0	0	1	2	0	0	473	0	0
ASV_60	0	0	9	2950	2	8	0	0	16	769	0	0	0	0	0
ASV_501	0	0	20	3	0	0	0	0	60	11	0	0	0	0	5
ASV_628	0	0	12	12	0	0	0	0	9	7	0	0	11	3	0
ASV_189	0	0	26	11	0	0	0	0	52	18	0	0	444	330	0
ASV_450	0	0	52	15	0	0	0	0	28	17	0	0	0	3	1
ASV_1050	0	0	7	7	0	0	0	0	0	0	0	0	0	3	0
ASV_725	0	0	35	1	0	0	0	0	2	0	0	0	0	0	0
ASV_372	0	0	16	1	0	0	0	0	57	4	0	136	23	0	3
ASV_700	0	0	10	9	13	4	0	0	2	0	0	0	0	0	2
ASV_240	0	0	8	6	0	0	0	0	4	488	0	0	250	21	0
ASV_603	0	0	7	0	0	0	0	0	5	0	0	0	0	0	43
ASV_494	0	0	19	0	0	0	0	0	43	0	0	0	0	0	37
ASV_469	0	0	2	0	48	55	0	0	1	0	0	0	0	0	2
ASV_684	0	0	5	6	0	0	0	0	6	2	0	0	0	0	23
ASV_187	0	0	10	0	0	0	0	0	636	0	0	0	0	0	0
ASV_532	0	0	1	0	0	0	0	0	72	0	0	0	0	0	0
ASV_124	0	0	1	0	0	0	0	0	688	8	559	110	0	0	7
ASV_62	0	0	4	30	4	0	0	0	130	193	0	0	2686	811	0
ASV_732	0	0	4	0	0	0	0	0	18	10	0	0	0	0	0
ASV_797	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
ASV_892	0	0	1	0	0	0	0	0	2	1	0	0	33	0	0
ASV_1155	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0
ASV_1045	0	0	9	3	0	0	0	0	1	3	0	0	0	0	0
ASV_747	0	0	4	5	1	0	0	0	4	8	0	0	0	0	12
ASV_1089	0	0	7	1	0	0	0	0	0	0	0	0	2	0	0
ASV_865	0	0	5	0	0	0	0	0	1	1	0	0	0	0	19
ASV_128	0	0	2	0	0	1	0	0	0	0	0	0	1	3	1
ASV_1059	0	0	2	0	0	0	0	0	1	2	0	0	0	0	8
ASV_302	0	0	14	74	0	0	0	0	48	103	0	0	1	10	1
ASV_527	0	0	15	46	0	0	0	0	2	19	0	0	0	0	0
ASV_301	0	0	3	0	2	0	0	0	47	0	0	2	116	174	0
ASV_1084	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0
ASV_781	0	0	4	3	0	0	0	0	15	0	0	0	0	0	7
ASV_81	0	0	2	3	4	32	0	0	0	2	0	24	2233	4	2
ASV_833	0	0	13	0	0	0	0	0	0	15	0	0	0	0	0
ASV_915	0	0	4	7	0	0	0	0	3	14	0	0	0	3	0
ASV_762	0	0	6	0	0	0	0	0	1	31	0	0	0	0	0
ASV_967	0	0	7	10	1	1	0	0	1	1	0	0	0	0	0
ASV_741	0	0	6	0	0	0	0	0	30	16	0	0	0	0	1
ASV_814	0	0	3	1	19	0	0	0	0	0	1	0	0	0	3
ASV_329	0	0	19	0	0	0	0	0	25	0	0	0	3	0	154
ASV_768	0	0	2	0	0	0	0	0	29	0	0	0	0	0	0
ASV_981	0	0	1	9	1	3	0	0	1	0	0	0	0	0	0
ASV_1141	0	0	7	1	0	0	0	0	1	2	0	0	0	0	0
ASV_555	0	0	2	30	1	72	0	0	0	17	0	2	0	0	0
ASV_898	0	0	11	2	0	0	0	0	0	7	0	0	0	0	0
ASV_706	0	0	3	6	0	0	0	0	6	25	0	0	1	0	0
ASV_643	0	0	1	0	0	0	0	0	1	5	0	0	38	6	0
ASV_942	0	0	9	0	0	0	0	0	7	1	0	0	1	0	0
ASV_315	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_839	0	0	2	0	0	0	0	0	5	0	0	0	2	0	24
ASV_457	0	0	6	105	0	0	0	0	5	0	0	0	0	0	1
ASV_991	0	0	3	0	0	0	0	0	13	6	0	0	0	0	2
ASV_427	0	0	4	6	0	0	0	0	19	5	0	0	123	3	0
ASV_641	0	0	2	3	0	0	0	0	9	3	0	0	2	0	27
ASV_719	0	0	2	8	2	0	0	0	0	20	0	0	2	0	0
ASV_478	0	0	12	13	0	0	0	0	27	53	0	0	0	0	0
ASV_911	0	0	7	1	0	0	0	0	8	3	0	0	2	0	0
ASV_653	0	0	14	32	0	0	0	0	0	2	0	0	0	0	0
ASV_176	0	0	5	508	0	0	0	0	0	219	0	0	0	0	0
ASV_896	0	0	4	0	0	0	0	0	17	0	0	0	8	6	0
ASV_1076	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0
ASV_177	0	0	8	327	0	3	0	0	1	356	0	10	0	6	0
ASV_1159	0	0	1	0	0	0	0	0	1	10	0	0	0	2	1
ASV_890	0	0	3	26	0	0	0	0	0	2	0	0	0	0	0
ASV_258	0	0	1	55	0	0	0	0	0	295	0	0	0	0	0
ASV_709	0	0	6	0	1	0	0	0	0	0	0	0	0	0	41
ASV_670	0	0	2	0	0	0	0	0	0	0	0	0	45	1	0
ASV_923	0	0	2	0	0	0	0	0	0	3	0	0	1	14	0
ASV_1105	0	0	3	3	0	0	0	0	2	4	0	0	1	0	0
ASV_910	0	0	5	10	0	0	0	0	0	5	0	0	0	2	0
ASV_577	0	0	2	1	0	0	0	0	3	0	0	0	0	0	57
ASV_930	0	0	4	11	0	7	0	0	2	0	0	0	0	0	1
ASV_1185	0	0	2	1	0	0	0	0	1	0	0	0	0	0	4
ASV_987	0	0	5	5	0	0	0	0	2	8	0	0	12	3	0
ASV_728	0	0	7	12	0	0	0	0	6	5	0	0	0	0	3
ASV_868	0	0	6	11	0	0	0	0	0	11	0	0	0	0	0
ASV_784	0	0	2	6	0	13	0	0	0	9	0	0	0	0	0
ASV_654	0	0	6	1	0	0	0	0	55	0	0	0	1	0	0
ASV_354	0	0	12	1	0	0	0	0	83	89	0	0	0	0	0
ASV_188	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_960	0	0	3	12	0	0	0	0	0	20	0	0	0	0	0
ASV_1095	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15
ASV_1046	0	0	2	0	0	0	0	0	13	0	0	0	0	0	6
ASV_886	0	0	2	0	0	0	0	0	0	0	0	0	11	9	0
ASV_390	0	0	8	0	0	0	0	0	147	0	0	0	0	0	0
ASV_249	0	0	7	6	0	0	0	0	2	3	0	0	331	2	0
ASV_846	0	0	5	0	0	0	0	0	22	1	0	0	0	0	0
ASV_493	0	0	3	0	0	0	0	0	2	0	0	0	90	0	0
ASV_1189	0	0	3	3	0	0	0	0	2	0	0	0	0	0	0
ASV_961	0	0	5	0	0	0	0	0	4	3	0	0	3	0	1
ASV_788	0	0	3	0	0	0	0	0	11	1	0	0	2	0	9
ASV_1172	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0
ASV_757	0	0	5	3	0	0	0	0	9	28	0	0	0	0	0
ASV_940	0	0	2	0	0	0	0	0	15	1	0	0	0	0	0
ASV_228	0	0	2	12	0	0	0	0	62	32	13	189	40	23	59
ASV_50	0	0	1	1	0	0	0	0	0	0	0	0	4269	769	7
ASV_203	0	0	1	0	0	0	0	0	0	0	0	0	79	507	0
ASV_731	0	0	2	0	0	0	0	0	3	0	0	0	0	0	30
ASV_882	0	0	3	20	0	0	0	0	0	0	0	0	0	0	0
ASV_811	0	0	4	23	0	0	0	0	0	0	0	0	0	0	0
ASV_553	0	0	2	15	0	0	0	0	1	11	0	0	33	16	0
ASV_566	0	0	5	0	0	0	0	0	55	0	0	0	1	0	9
ASV_1107	0	0	1	0	0	0	0	0	1	0	0	0	0	0	11
ASV_662	0	0	1	0	0	0	0	0	0	0	0	3	0	0	39
ASV_69	0	0	1	0	53	3285	0	0	0	4	0	1	0	0	0
ASV_557	0	0	4	0	0	0	0	0	0	0	0	0	0	0	61
ASV_592	0	0	2	0	0	0	0	0	2	0	0	0	0	0	50
ASV_545	0	0	4	23	0	0	0	0	11	21	0	0	2	1	8
ASV_1201	0	0	6	1	0	0	0	0	0	3	0	0	0	1	1
ASV_451	0	0	5	25	0	0	0	0	11	22	0	6	7	32	4
ASV_40	0	0	3	18	0	0	0	0	0	81	0	9086	953	30	0
ASV_433	0	0	4	0	0	0	0	0	17	0	0	0	0	0	110
ASV_218	0	0	3	0	0	0	0	0	445	62	0	0	0	0	0
ASV_212	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_858	0	0	1	0	0	24	0	0	0	0	0	0	0	0	0
ASV_1007	0	0	1	3	0	0	0	0	3	24	0	0	0	0	1
ASV_245	0	0	5	0	0	0	0	0	368	1	0	0	0	0	0
ASV_745	0	0	1	1	0	3	0	0	3	17	0	0	16	1	0
ASV_528	0	0	6	0	0	0	0	0	23	0	0	0	0	0	47
ASV_753	0	0	10	7	0	1	0	0	4	9	0	0	0	0	0
ASV_1134	0	0	1	5	0	0	0	0	0	6	0	0	0	0	0
ASV_970	0	0	1	0	0	12	0	0	3	3	0	0	0	0	1
ASV_247	0	0	1	378	0	0	0	0	0	0	0	0	0	0	0
ASV_94	0	0	4	0	0	0	0	0	14	0	1	2	9	0	1863
ASV_783	0	0	1	1	0	0	0	0	0	1	0	0	6	34	0
ASV_578	0	0	1	63	0	0	0	0	0	0	0	0	0	0	0
ASV_38	0	0	3	839	18	4915	0	0	8	80	0	0	344	878	0
ASV_947	0	0	3	3	0	2	0	0	0	0	0	0	7	12	0
ASV_796	0	0	2	2	0	15	0	0	0	7	0	0	0	1	0
ASV_595	0	0	4	0	0	0	0	0	19	0	0	0	0	0	33
ASV_692	0	0	3	37	0	0	0	0	0	0	0	0	0	0	0
ASV_637	0	0	8	20	1	9	0	0	2	15	0	0	0	0	0
ASV_815	0	0	1	0	0	0	0	0	8	4	0	0	0	1	17
ASV_823	0	0	4	0	0	0	0	0	9	2	0	0	1	0	9
ASV_597	0	0	2	55	0	0	0	0	1	0	0	0	0	2	0
ASV_922	0	0	1	0	0	0	0	0	2	0	0	0	0	0	17
ASV_734	0	0	1	4	0	0	0	0	0	25	0	0	0	15	0
ASV_533	0	0	6	2	0	0	0	0	6	20	0	1	0	0	44
ASV_1086	0	0	4	1	0	0	0	0	0	11	0	0	7	1	0
ASV_742	0	0	2	28	0	0	0	0	0	4	0	0	0	0	0
ASV_897	0	0	1	0	0	2	0	0	1	0	0	0	15	0	0
ASV_484	0	0	2	0	0	0	0	0	10	0	1	1	0	3	92
ASV_546	0	0	2	8	21	39	0	0	2	3	0	1	1	0	0
ASV_861	0	0	3	0	0	0	0	0	22	1	0	0	0	1	0
ASV_657	0	0	4	0	11	0	0	0	0	0	0	0	0	0	15
ASV_414	0	0	1	61	0	0	0	0	0	0	0	0	7	71	0
ASV_932	0	0	1	2	0	0	0	0	7	13	0	0	1	1	1
ASV_296	0	0	3	1	0	0	0	0	68	180	0	0	0	0	0
ASV_309	0	0	1	99	0	0	0	0	1	136	0	0	0	0	0
ASV_316	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0
ASV_388	0	0	1	0	0	0	0	0	7	0	0	0	136	0	0
ASV_893	0	0	1	2	1	0	0	0	1	13	0	5	0	0	0
ASV_1008	0	0	1	0	0	1	0	0	2	10	0	1	0	0	0
ASV_1071	0	0	1	0	0	0	1	0	1	0	0	0	11	5	5
ASV_720	0	0	2	13	0	0	0	0	11	10	0	0	0	0	1
ASV_705	0	0	4	19	2	1	0	0	11	12	1	0	3	2	0
ASV_701	0	0	4	8	0	0	0	0	10	13	0	0	1	0	2
ASV_202	0	0	1	3	134	35	0	0	3	4	0	387	0	0	1
ASV_604	0	0	1	65	0	0	0	0	4	35	0	0	0	0	2
ASV_724	0	0	1	0	0	0	0	0	0	0	0	0	1	0	35
ASV_277	0	0	3	0	0	0	0	0	28	0	0	0	0	0	279
ASV_295	0	0	1	39	10	206	0	0	0	5	0	0	5	4	0
ASV_20	0	0	1	0	178	318	0	0	0	1	0	0	199	10799	2
ASV_989	0	0	2	1	0	0	0	0	2	2	0	0	0	0	8
ASV_1049	0	0	1	0	0	0	5	0	5	0	1	0	0	0	3
ASV_1150	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8
ASV_108	0	0	2	0	0	1470	0	0	0	0	7	3	81	0	1
ASV_590	0	0	1	26	0	0	0	0	2	19	0	0	1	12	0
ASV_765	0	0	4	0	0	0	0	0	22	0	0	0	0	0	7
ASV_937	0	0	1	18	0	0	0	0	0	0	0	0	2	0	0
ASV_568	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1092	0	0	2	0	0	0	0	0	0	2	0	0	7	0	0
ASV_365	0	0	1	3	0	0	0	0	0	11	0	0	141	24	0
ASV_526	0	0	2	57	0	0	0	0	0	5	0	0	15	3	0
ASV_884	0	0	1	7	0	0	0	0	0	4	0	2	0	2	4
ASV_584	0	0	1	26	0	0	0	0	0	0	0	3	0	35	0
ASV_297	0	0	4	0	0	1	0	0	1	0	35	4	0	0	228
ASV_598	0	0	1	0	0	0	0	0	51	1	0	0	0	0	1
ASV_944	0	0	2	0	0	0	0	0	3	0	0	0	0	0	25
ASV_900	0	0	2	0	0	0	0	0	1	1	0	0	21	0	0
ASV_575	0	0	4	28	0	0	0	0	1	33	0	0	0	0	0
ASV_764	0	0	1	36	0	0	0	0	0	0	0	0	0	0	0
ASV_785	0	0	2	0	0	0	0	0	16	4	0	0	1	0	5
ASV_561	0	0	1	0	0	0	0	0	0	0	0	0	1	0	67
ASV_291	0	0	1	4	0	0	0	0	4	24	0	0	163	71	0
ASV_1034	0	0	1	1	0	0	0	0	3	1	1	0	3	0	3
ASV_873	0	0	1	0	0	0	0	0	0	0	0	0	21	0	0
ASV_1010	0	0	1	0	0	0	0	0	9	2	0	0	0	0	2
ASV_1068	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1091	0	0	1	0	0	0	0	0	1	4	0	0	0	0	6
ASV_1027	0	0	1	0	0	0	0	0	0	1	0	0	0	0	15
ASV_809	0	0	4	0	0	0	0	0	7	0	0	0	6	0	10
ASV_665	0	0	1	3	0	0	0	0	12	3	0	0	1	0	25
ASV_246	0	0	1	1	0	0	0	0	35	27	4	246	15	23	14
ASV_540	0	0	1	0	0	0	0	0	36	7	0	0	3	1	36
ASV_1048	0	0	2	1	0	0	0	0	0	0	0	0	0	0	14
ASV_1193	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13
ASV_1176	0	0	1	0	0	0	0	0	5	2	0	0	1	0	0
ASV_1087	0	0	2	0	0	0	0	0	1	0	0	0	0	0	8
ASV_387	0	0	1	14	0	0	0	0	1	1	0	0	161	2	0
ASV_774	0	0	2	19	1	7	0	0	0	0	0	0	0	0	0
ASV_452	0	0	1	0	0	0	0	0	10	0	0	0	1	0	121
ASV_381	0	0	0	161	0	0	0	0	0	0	0	0	0	0	2
ASV_24	0	0	0	8040	0	0	0	0	0	1788	0	0	0	0	0
ASV_196	0	0	0	596	2	0	0	0	0	0	0	0	0	0	0
ASV_257	0	0	0	354	0	0	0	0	0	1	0	0	0	0	0
ASV_52	0	0	0	7	0	0	0	0	0	0	0	0	10	6	0
ASV_182	0	0	0	383	0	0	0	0	29	281	0	0	0	0	0
ASV_403	0	0	0	150	0	5	0	0	0	0	0	0	0	0	0
ASV_564	0	0	0	75	0	0	0	0	3	22	0	0	29	0	0
ASV_631	0	0	0	44	0	0	0	0	0	0	0	0	0	0	4
ASV_434	0	0	0	26	0	0	0	0	0	88	0	0	1	0	0
ASV_306	0	0	0	224	0	0	0	0	0	0	0	4	0	0	0
ASV_242	0	0	0	316	0	0	0	0	0	71	0	0	0	0	0
ASV_312	0	0	0	229	0	0	0	0	0	1	0	0	0	0	0
ASV_268	0	0	0	157	0	0	0	0	0	138	0	0	0	30	0
ASV_158	0	0	0	54	5	790	0	0	0	42	0	0	0	1	0
ASV_990	0	0	0	10	0	0	0	0	0	3	0	0	1	1	0
ASV_231	0	0	0	412	0	0	0	0	0	27	0	0	11	3	0
ASV_548	0	0	0	68	0	0	0	0	0	17	0	0	0	0	0
ASV_767	0	0	0	23	0	0	0	0	0	10	0	0	0	0	0
ASV_1123	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0
ASV_589	0	0	0	52	0	0	0	0	1	4	0	0	0	0	0
ASV_1031	0	0	0	3	0	0	0	0	0	1	0	0	1	15	0
ASV_695	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0
ASV_574	0	0	0	62	0	0	0	0	0	2	0	0	0	0	0
ASV_618	0	0	0	36	0	0	0	0	0	0	0	0	0	15	0
ASV_1190	0	0	0	1	0	0	0	0	4	3	0	0	0	0	1
ASV_969	0	0	0	3	0	0	0	0	2	5	0	0	8	0	0
ASV_1004	0	0	0	5	0	0	0	0	0	10	0	0	0	0	0
ASV_624	0	0	0	30	0	0	0	0	0	26	0	0	0	0	0
ASV_889	0	0	0	19	0	0	0	0	0	0	0	0	1	1	0
ASV_609	0	0	0	35	0	0	0	0	0	17	0	7	0	0	0
ASV_252	0	0	0	76	0	0	0	0	15	62	0	0	236	0	0
ASV_902	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
ASV_36	0	0	0	44	0	0	0	0	0	83	475	6593	0	2	0
ASV_847	0	0	0	24	0	0	0	0	0	1	0	0	0	0	0
ASV_210	0	0	0	10	0	0	0	0	0	0	0	514	0	0	0
ASV_1178	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_391	0	0	0	44	0	0	0	0	16	92	0	0	0	0	0
ASV_723	0	0	0	31	0	0	0	0	0	6	0	0	0	0	0
ASV_522	0	0	0	61	0	0	0	0	0	15	0	0	0	0	2
ASV_139	0	0	0	35	0	0	0	0	0	19	0	0	30	1153	0
ASV_579	0	0	0	7	0	1	0	0	0	0	5	41	0	0	10
ASV_1198	0	0	0	9	0	1	0	0	2	4	0	0	0	0	0
ASV_645	0	0	0	4	0	0	0	0	0	0	41	9	0	0	5
ASV_795	0	0	0	29	0	0	0	0	0	0	0	0	9	2	0
ASV_1074	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_588	0	0	0	13	2	43	0	0	0	2	0	0	0	0	0
ASV_661	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0
ASV_825	0	0	0	9	0	0	0	0	4	13	0	0	0	3	0
ASV_42	0	0	0	8	26	2	0	0	2	27	58	6558	14	0	0
ASV_758	0	0	0	28	0	0	0	0	0	2	0	0	0	0	0
ASV_1113	0	0	0	3	0	7	0	0	1	0	0	0	5	1	0
ASV_906	0	0	0	12	0	1	0	0	0	2	0	0	0	7	0
ASV_289	0	0	0	16	0	50	0	0	0	0	0	183	0	3	0
ASV_519	0	0	0	13	3	72	0	0	0	4	0	0	0	0	0
ASV_470	0	0	0	4	6	15	0	0	3	3	0	75	0	2	0
ASV_83	0	0	0	1	0	0	0	0	0	1166	0	861	0	0	0
ASV_679	0	0	0	4	0	0	0	0	0	37	0	0	0	0	2
ASV_820	0	0	0	24	0	0	0	0	1	5	0	0	0	0	0
ASV_1039	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV_916	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
ASV_1051	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0
ASV_656	0	0	0	23	0	0	0	0	0	29	0	0	0	0	0
ASV_881	0	0	0	15	0	0	0	0	0	2	0	0	0	5	0
ASV_935	0	0	0	2	0	6	0	0	0	0	0	0	12	1	0
ASV_804	0	0	0	2	0	19	0	0	0	1	0	0	3	3	0
ASV_840	0	0	0	2	0	0	0	0	8	14	0	0	0	0	6
ASV_371	0	0	0	2	0	0	0	0	0	0	0	0	151	19	0
ASV_1079	0	0	0	3	0	0	0	0	0	0	0	0	14	3	0
ASV_965	0	0	0	1	0	0	0	0	0	4	0	0	5	22	0
ASV_895	0	0	0	3	0	0	0	0	0	0	0	0	14	4	0
ASV_1104	0	0	0	3	0	0	0	0	0	14	0	0	0	0	0
ASV_481	0	0	0	2	7	96	0	0	0	2	0	2	0	0	0
ASV_918	0	0	0	6	0	0	0	0	0	6	0	0	11	1	0
ASV_891	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASV_571	0	0	0	1	0	0	0	0	1	0	9	15	0	0	72
ASV_1055	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_441	0	0	0	7	0	61	0	0	0	0	0	49	0	0	0
ASV_919	0	0	0	1	0	0	0	0	0	19	0	0	0	1	0
ASV_980	0	0	0	1	0	0	0	0	7	3	0	0	0	0	7
ASV_1165	0	0	0	1	0	0	5	1	0	0	0	0	0	0	2
ASV_696	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_1156	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_462	0	0	0	3	0	0	0	0	0	105	0	0	1	1	0
ASV_1021	0	0	0	1	0	0	0	0	1	3	0	0	2	0	7
ASV_1099	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_423	0	0	0	6	0	0	0	0	56	74	0	0	0	0	0
ASV_1100	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0
ASV_914	0	0	0	1	0	18	0	0	0	1	0	1	0	0	0
ASV_237	0	0	0	1	0	0	0	0	3	4	0	0	331	114	0
ASV_276	0	0	0	1	0	0	0	0	0	196	0	109	0	1	0
ASV_502	0	0	0	2	0	0	0	0	0	0	0	0	82	1	0
ASV_699	0	0	0	1	0	0	0	0	1	1	0	32	0	9	2
ASV_521	0	0	0	2	0	0	0	0	0	0	0	0	25	54	0
ASV_1125	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0
ASV_224	0	0	0	1	3	452	0	0	0	0	0	0	0	0	0
