#OTU ID	Cd11	Cd21	CG11	CG21	Cr11	Cr21	Cu11	Cu21	oh11	oh21	PAP11	PAP21	PNP11	PNP21	Seed
ASV_1018	0	0	0	1	0	0	0	0	4	12	0	0	0	0	0
ASV_593	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
ASV_848	0	0	0	3	0	2	0	0	0	0	0	0	14	7	0
ASV_1116	0	0	0	1	0	0	0	0	0	1	0	0	0	8	0
ASV_1109	0	0	0	1	0	0	0	0	0	9	0	0	0	1	0
ASV_141	0	0	0	1	0	0	0	0	0	0	0	0	31	1182	0
ASV_64	0	0	0	0	3716	15	0	0	16	6	0	0	2	2	0
ASV_145	0	0	0	0	1115	31	0	0	0	2	0	0	2	0	0
ASV_113	0	0	0	0	55	1503	0	0	0	0	0	0	0	0	1
ASV_671	0	0	0	0	29	19	0	0	0	0	0	0	0	1	0
ASV_186	0	0	0	0	7	614	0	0	0	0	0	0	0	0	0
ASV_146	0	0	0	0	1081	45	0	0	0	1	0	0	1	0	0
ASV_285	0	0	0	0	248	48	0	0	0	0	0	0	0	0	0
ASV_131	0	0	0	0	16	1301	0	0	2	0	0	0	0	0	0
ASV_1132	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV_962	0	0	0	0	10	3	0	0	0	0	4	1	0	0	0
ASV_523	0	0	0	0	55	22	0	0	0	0	0	0	0	0	15
ASV_928	0	0	0	0	6	0	4	0	11	0	0	0	0	0	0
ASV_235	0	0	0	0	8	409	0	0	0	0	0	0	5	0	0
ASV_426	0	0	0	0	20	110	0	0	0	0	0	0	0	0	0
ASV_543	0	0	0	0	26	14	0	0	0	0	0	0	0	75	0
ASV_951	0	0	0	0	1	0	0	0	0	0	10	7	1	0	1
ASV_769	0	0	0	0	4	25	0	0	0	0	0	0	0	0	0
ASV_853	0	0	0	0	5	16	0	0	0	0	0	0	0	0	0
ASV_1126	0	0	0	0	11	0	0	0	0	0	0	0	0	0	3
ASV_464	0	0	0	0	1	0	0	0	0	0	0	1	0	0	103
ASV_465	0	0	0	0	3	13	0	0	0	0	0	89	0	2	3
ASV_688	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0
ASV_738	0	0	0	0	1	2	0	0	0	0	5	5	0	0	1
ASV_1161	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0
ASV_1162	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0
ASV_677	0	0	0	0	4	0	0	0	23	0	0	0	59	1	0
ASV_314	0	0	0	0	6	0	0	0	1	4	0	0	0	0	0
ASV_168	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
ASV_346	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
ASV_350	0	0	0	0	2	181	0	0	0	0	0	0	0	0	0
ASV_616	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_806	0	0	0	0	1	0	0	0	0	0	0	0	0	0	23
ASV_610	0	0	0	0	1	0	0	0	2	0	6	1	1	0	50
ASV_167	0	0	0	0	2	0	0	0	2	0	0	0	0	0	860
ASV_181	0	0	0	0	4	686	0	0	0	0	0	0	0	0	0
ASV_369	0	0	0	0	1	160	0	0	2	3	0	0	0	0	0
ASV_57	0	0	0	0	0	4283	0	0	65	0	0	0	26	7	0
ASV_225	0	0	0	0	0	282	0	0	0	96	0	0	1	73	0
ASV_1118	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV_559	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0
ASV_838	0	0	0	0	0	25	0	0	0	0	0	0	3	0	0
ASV_854	0	0	0	0	0	1	0	0	0	0	0	0	4	26	0
ASV_570	0	0	0	0	0	33	0	0	0	5	0	3	0	31	0
ASV_1127	0	0	0	0	0	3	0	0	2	1	0	0	1	1	3
ASV_867	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
ASV_982	0	0	0	0	0	7	0	0	0	1	0	0	8	0	0
ASV_1157	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0
ASV_799	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
ASV_256	0	0	0	0	0	1	0	0	0	0	335	48	0	0	0
ASV_776	0	0	0	0	0	11	0	0	0	8	8	16	0	0	6
ASV_949	0	0	0	0	0	17	0	0	8	0	0	0	0	0	0
ASV_420	0	0	0	0	0	1	0	0	0	3	26	105	0	0	0
ASV_860	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
ASV_1187	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_835	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
ASV_978	0	0	0	0	0	1	12	0	2	0	3	0	0	0	0
ASV_560	0	0	0	0	0	3	0	0	0	0	3	55	0	0	0
ASV_786	0	0	0	0	0	1	0	0	0	0	0	0	24	5	0
ASV_755	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_16	0	0	0	0	0	4	0	0	0	0	540	13465	0	0	0
ASV_1081	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1137	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0
ASV_183	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1145	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0
ASV_431	0	0	0	0	0	0	127	1	0	0	0	0	0	0	0
ASV_72	0	0	0	0	0	0	174	3163	0	4	0	0	1	3	0
ASV_178	0	0	0	0	0	0	25	769	0	0	0	0	0	0	0
ASV_332	0	0	0	0	0	0	10	279	0	0	0	0	0	0	0
ASV_778	0	0	0	0	0	0	6	1	0	0	0	0	0	0	1
ASV_945	0	0	0	0	0	0	4	4	0	0	8	10	0	0	0
ASV_406	0	0	0	0	0	0	0	0	87	0	0	0	0	0	44
ASV_260	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0
ASV_690	0	0	0	0	0	0	0	0	41	0	0	0	4	1	0
ASV_248	0	0	0	0	0	0	0	0	371	5	0	0	0	0	0
ASV_385	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0
ASV_120	0	0	0	0	0	0	0	0	1226	0	0	0	0	0	148
ASV_142	0	0	0	0	0	0	0	0	941	0	0	0	0	0	243
ASV_929	0	0	0	0	0	0	0	0	10	0	0	0	0	0	11
ASV_766	0	0	0	0	0	0	0	0	11	0	0	0	19	4	0
ASV_99	0	0	0	0	0	0	0	0	154	7	2	1	3	0	1743
ASV_760	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV_880	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV_336	0	0	0	0	0	0	0	0	183	1	0	0	0	0	3
ASV_1200	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_737	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0
ASV_525	0	0	0	0	0	0	0	0	66	16	0	0	0	0	0
ASV_448	0	0	0	0	0	0	0	0	36	11	0	0	4	0	76
ASV_736	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
ASV_917	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
ASV_435	0	0	0	0	0	0	0	0	10	5	0	0	215	3	0
ASV_535	0	0	0	0	0	0	0	0	22	0	0	0	0	0	47
ASV_397	0	0	0	0	0	0	0	0	12	0	0	0	131	0	0
ASV_843	0	0	0	0	0	0	0	0	4	2	16	3	0	0	1
ASV_1072	0	0	0	0	0	0	0	0	12	0	0	9	0	0	0
ASV_953	0	0	0	0	0	0	0	0	3	0	0	0	0	0	15
ASV_904	0	0	0	0	0	0	0	0	12	0	0	0	2	0	4
ASV_682	0	0	0	0	0	0	0	0	36	0	0	0	0	0	4
ASV_1009	0	0	0	0	0	0	0	0	15	0	0	0	3	0	0
ASV_468	0	0	0	0	0	0	0	0	1	0	47	60	0	0	1
ASV_756	0	0	0	0	0	0	0	0	25	6	0	0	0	0	0
ASV_674	0	0	0	0	0	0	0	0	29	22	0	0	0	0	0
ASV_581	0	0	0	0	0	0	0	0	56	0	0	0	0	0	1
ASV_1143	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0
ASV_711	0	0	0	0	0	0	0	0	7	6	0	0	6	16	0
ASV_327	0	0	0	0	0	0	0	0	6	0	0	0	0	0	210
ASV_1180	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7
ASV_687	0	0	0	0	0	0	0	0	1	0	0	0	0	0	40
ASV_802	0	0	0	0	0	0	0	0	1	2	0	0	0	0	27
ASV_979	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
ASV_669	0	0	0	0	0	0	0	0	1	0	0	0	43	0	0
ASV_233	0	0	0	0	0	0	0	0	38	370	0	0	0	0	0
ASV_270	0	0	0	0	0	0	0	0	15	0	0	0	0	0	4
ASV_1110	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_185	0	0	0	0	0	0	0	0	8	0	1	0	0	0	633
ASV_1005	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV_456	0	0	0	0	0	0	0	0	3	0	1	0	2	0	105
ASV_1032	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0
ASV_1012	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2
ASV_1191	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0
ASV_955	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1
ASV_1168	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4
ASV_31	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0
ASV_925	0	0	0	0	0	0	0	0	12	0	0	0	6	0	0
ASV_1090	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV_836	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
ASV_714	0	0	0	0	0	0	0	0	14	0	0	0	5	0	18
ASV_1199	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0
ASV_1194	0	0	0	0	0	0	0	0	3	0	0	0	4	5	0
ASV_1153	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0
ASV_1060	0	0	0	0	0	0	0	0	1	0	0	2	0	0	9
ASV_913	0	0	0	0	0	0	0	0	2	0	0	0	22	0	0
ASV_864	0	0	0	0	0	0	0	0	5	0	0	0	0	0	20
ASV_466	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_813	0	0	0	0	0	0	0	0	15	0	0	0	0	0	16
ASV_681	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43
ASV_121	0	0	0	0	0	0	0	0	1	656	0	0	127	602	0
ASV_1124	0	0	0	0	0	0	0	0	3	3	0	0	3	1	0
ASV_1136	0	0	0	0	0	0	0	0	2	1	0	0	11	0	0
ASV_1093	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1195	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9
ASV_1158	0	0	0	0	0	0	0	0	3	1	0	0	5	0	1
ASV_1171	0	0	0	0	0	0	0	0	1	0	0	0	1	0	6
ASV_1016	0	0	0	0	0	0	0	0	2	2	0	0	7	7	1
ASV_636	0	0	0	0	0	0	0	0	2	0	0	0	0	0	49
ASV_1130	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7
ASV_1073	0	0	0	0	0	0	0	0	2	1	0	0	5	3	0
ASV_422	0	0	0	0	0	0	0	0	2	0	0	0	0	0	139
ASV_749	0	0	0	0	0	0	0	0	3	0	0	0	0	0	31
ASV_241	0	0	0	0	0	0	0	0	2	0	0	0	382	0	0
ASV_623	0	0	0	0	0	0	0	0	1	0	0	0	0	0	50
ASV_729	0	0	0	0	0	0	0	0	1	0	0	0	35	0	0
ASV_90	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10
ASV_496	0	0	0	0	0	0	0	0	1	0	0	0	1	0	91
ASV_1167	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9
ASV_395	0	0	0	0	0	0	0	0	1	1	0	0	168	6	0
ASV_556	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_985	0	0	0	0	0	0	0	0	1	0	0	0	14	0	0
ASV_518	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ASV_367	0	0	0	0	0	0	0	0	1	0	0	0	0	0	164
ASV_382	0	0	0	0	0	0	0	0	3	0	0	0	38	116	1
ASV_777	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26
ASV_75	0	0	0	0	0	0	0	0	0	2782	0	0	0	0	0
ASV_1064	0	0	0	0	0	0	0	0	0	2	0	0	0	0	17
ASV_364	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0
ASV_490	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0
ASV_617	0	0	0	0	0	0	0	0	0	40	0	5	5	1	0
ASV_416	0	0	0	0	0	0	0	0	0	85	0	97	0	0	0
ASV_650	0	0	0	0	0	0	0	0	0	45	0	0	0	1	0
ASV_375	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0
ASV_899	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
ASV_1028	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV_830	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
ASV_398	0	0	0	0	0	0	0	0	0	1	0	0	146	0	0
ASV_1163	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV_1077	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13
ASV_730	0	0	0	0	0	0	0	0	0	1	0	0	6	24	0
ASV_587	0	0	0	0	0	0	0	0	0	2	0	0	34	20	0
ASV_193	0	0	0	0	0	0	0	0	0	2	0	593	0	10	0
ASV_787	0	0	0	0	0	0	0	0	0	3	0	0	22	6	0
ASV_927	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0
ASV_1175	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_620	0	0	0	0	0	0	0	0	0	1	10	15	2	0	37
ASV_417	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1197	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1170	0	0	0	0	0	0	0	0	0	2	0	0	0	6	3
ASV_159	0	0	0	0	0	0	0	0	0	0	948	238	0	0	0
ASV_265	0	0	0	0	0	0	0	0	0	0	323	5	0	0	6
ASV_91	0	0	0	0	0	0	0	0	0	0	9	7	1	0	1897
ASV_313	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0
ASV_673	0	0	0	0	0	0	0	0	0	0	38	4	0	0	0
ASV_446	0	0	0	0	0	0	0	0	0	0	81	33	0	0	0
ASV_632	0	0	0	0	0	0	0	0	0	0	58	2	0	0	0
ASV_1026	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0
ASV_1119	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0
ASV_818	0	0	0	0	0	0	0	0	0	0	3	1	0	0	23
ASV_630	0	0	0	0	0	0	0	0	0	0	1	53	0	0	0
ASV_621	0	0	0	0	0	0	0	0	0	0	2	1	1	0	53
ASV_759	0	0	0	0	0	0	0	0	0	0	2	4	0	0	44
ASV_1065	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0
ASV_834	0	0	0	0	0	0	0	0	0	0	1	3	0	0	41
ASV_1183	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_558	0	0	0	0	0	0	0	0	0	0	0	50	1	16	0
ASV_1192	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1177	0	0	0	0	0	0	0	0	0	0	0	5	4	1	0
ASV_102	0	0	0	0	0	0	0	0	0	0	0	2	1607	0	0
ASV_68	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1160	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10
ASV_943	0	0	0	0	0	0	0	0	0	0	0	1	6	14	0
ASV_195	0	0	0	0	0	0	0	0	0	0	0	0	264	792	0
ASV_107	0	0	0	0	0	0	0	0	0	0	0	0	1554	1	0
ASV_164	0	0	0	0	0	0	0	0	0	0	0	0	820	1	0
ASV_239	0	0	0	0	0	0	0	0	0	0	0	0	209	195	1
ASV_334	0	0	0	0	0	0	0	0	0	0	0	0	335	9	0
ASV_174	0	0	0	0	0	0	0	0	0	0	0	0	674	20	0
ASV_111	0	0	0	0	0	0	0	0	0	0	0	0	1196	330	1
ASV_393	0	0	0	0	0	0	0	0	0	0	0	0	203	1	0
ASV_514	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0
ASV_161	0	0	0	0	0	0	0	0	0	0	0	0	216	633	0
ASV_901	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0
ASV_712	0	0	0	0	0	0	0	0	0	0	0	0	33	4	0
ASV_408	0	0	0	0	0	0	0	0	0	0	0	0	230	2	0
ASV_489	0	0	0	0	0	0	0	0	0	0	0	0	76	21	0
ASV_810	0	0	0	0	0	0	0	0	0	0	0	0	27	1	0
ASV_509	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
ASV_510	0	0	0	0	0	0	0	0	0	0	0	0	109	5	0
ASV_112	0	0	0	0	0	0	0	0	0	0	0	0	425	1138	0
ASV_993	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0
ASV_236	0	0	0	0	0	0	0	0	0	0	0	0	396	2	0
ASV_18	0	0	0	0	0	0	0	0	0	0	0	0	433	11491	0
ASV_328	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0
ASV_219	0	0	0	0	0	0	0	0	0	0	0	0	60	418	0
ASV_266	0	0	0	0	0	0	0	0	0	0	0	0	339	7	0
ASV_207	0	0	0	0	0	0	0	0	0	0	0	0	522	4	0
ASV_488	0	0	0	0	0	0	0	0	0	0	0	0	87	3	2
ASV_939	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
ASV_733	0	0	0	0	0	0	0	0	0	0	0	0	9	26	0
ASV_715	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0
ASV_506	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0
ASV_908	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0
ASV_542	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0
ASV_505	0	0	0	0	0	0	0	0	0	0	0	0	82	4	0
ASV_243	0	0	0	0	0	0	0	0	0	0	0	0	375	60	0
ASV_342	0	0	0	0	0	0	0	0	0	0	0	0	3	190	0
ASV_646	0	0	0	0	0	0	0	0	0	0	0	0	48	2	0
ASV_851	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
ASV_530	0	0	0	0	0	0	0	0	0	0	0	0	60	22	0
ASV_500	0	0	0	0	0	0	0	0	0	0	0	0	79	58	0
ASV_827	0	0	0	0	0	0	0	0	0	0	0	0	28	0	3
ASV_934	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
ASV_971	0	0	0	0	0	0	0	0	0	0	0	0	2	20	0
ASV_513	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
ASV_652	0	0	0	0	0	0	0	0	0	0	0	0	39	13	0
ASV_722	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0
ASV_862	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
ASV_1040	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0
ASV_888	0	0	0	0	0	0	0	0	0	0	0	0	17	3	0
ASV_726	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0
ASV_1013	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0
ASV_780	0	0	0	0	0	0	0	0	0	0	0	0	43	1	2
ASV_1117	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
ASV_473	0	0	0	0	0	0	0	0	0	0	0	0	93	4	0
ASV_368	0	0	0	0	0	0	0	0	0	0	0	0	43	133	0
ASV_878	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
ASV_261	0	0	0	0	0	0	0	0	0	0	0	0	34	308	0
ASV_1041	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
ASV_659	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0
ASV_775	0	0	0	0	0	0	0	0	0	0	0	0	25	4	0
ASV_894	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
ASV_278	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_1003	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
ASV_318	0	0	0	0	0	0	0	0	0	0	0	0	9	203	0
ASV_883	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
ASV_1121	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV_744	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
ASV_100	0	0	0	0	0	0	0	0	0	0	0	0	27	1646	0
ASV_849	0	0	0	0	0	0	0	0	0	0	0	0	15	12	0
ASV_841	0	0	0	0	0	0	0	0	0	0	0	0	12	14	0
ASV_921	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0
ASV_999	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
ASV_1115	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0
ASV_1122	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0
ASV_337	0	0	0	0	0	0	0	0	0	0	0	0	28	162	0
ASV_907	0	0	0	0	0	0	0	0	0	0	0	0	18	2	0
ASV_924	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0
ASV_1106	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0
ASV_1047	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0
ASV_1101	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ASV_871	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0
ASV_1166	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0
ASV_992	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0
ASV_310	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0
ASV_988	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
ASV_828	0	0	0	0	0	0	0	0	0	0	0	0	6	20	0
ASV_429	0	0	0	0	0	0	0	0	0	0	0	0	3	125	0
ASV_534	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV_874	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
ASV_973	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0
ASV_1097	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV_1062	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0
ASV_1182	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0
ASV_1174	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ASV_1001	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0
ASV_1164	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0
ASV_1029	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0
ASV_580	0	0	0	0	0	0	0	0	0	0	0	0	1	0	58
ASV_772	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0
ASV_1042	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0
ASV_869	0	0	0	0	0	0	0	0	0	0	0	0	1	23	0
ASV_1139	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0
ASV_1169	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0
ASV_1038	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0
ASV_933	0	0	0	0	0	0	0	0	0	0	0	0	4	22	0
ASV_1188	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_790	0	0	0	0	0	0	0	0	0	0	0	0	7	19	0
ASV_606	0	0	0	0	0	0	0	0	0	0	0	0	1	57	0
ASV_997	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ASV_421	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
ASV_418	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
ASV_562	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0
ASV_1067	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
ASV_1037	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
ASV_954	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
ASV_831	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
ASV_1080	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
ASV_1058	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
ASV_394	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123
ASV_676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
ASV_773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
ASV_613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
ASV_743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
ASV_396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152
ASV_686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
ASV_338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189
ASV_1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV_779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
ASV_986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
ASV_1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV_389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157
ASV_1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV_647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
ASV_698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
ASV_608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
ASV_905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
ASV_1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV_850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ASV_863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
ASV_1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV_829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
ASV_1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV_611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
ASV_984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
ASV_805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
ASV_1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV_1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV_1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
ASV_1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV_1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV_1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV_1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV_703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
ASV_976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV_1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
ASV_1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV_1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV_885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ASV_1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV_308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
ASV_803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
