category	heavy_metal	heavy_metal	heavy_metal	organic	organic	organic
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Chitinophagales|f_midas_f_108|g_midas_g_558|s_midas_s_10362	    0	    0	    0	   1	    0	  22
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Chitinophagales|f_midas_f_16288|g_midas_g_37596|s_midas_s_37596	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Chitinophagales|f_midas_f_2092|g_midas_g_29480|s_midas_s_41821	    0	    0	    0	   2	    0	  38
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Chitinophagales|f_midas_f_2092|g_midas_g_51895|s_midas_s_60719	    0	    0	    0	   5	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Chitinophagales|f_midas_f_45188|g_midas_g_45188|s_midas_s_45188	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Cyclobacteriaceae	    0	    0	    0	   0	    0	 272
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Cyclobacteriaceae|g_Algoriphagus|s_midas_s_26486	    2	    0	    1	   0	    0	  26
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Cytophagaceae|g_Cytophaga|s_midas_s_55661	    0	    0	    0	   0	    0	  36
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_Chryseolinea|s_midas_s_16616	    3	    0	    0	   0	    0	   8
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_Hassallia|s_midas_s_10463	    2	    0	    0	   0	    0	   5
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_OLB12	    1	    0	    0	   0	    0	  38
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_OLB12|s_midas_s_11674	    0	    0	    0	   3	    0	 163
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_OLB12|s_midas_s_21352	    1	    0	    0	   1	    0	   5
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_OLB12|s_midas_s_21673	    0	    0	    0	   3	    0	1118
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_midas_g_12864|s_midas_s_12864	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_midas_g_13963	    0	    0	    0	 544	    2	   3
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_midas_g_20533|s_midas_s_20533	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_midas_g_29279|s_midas_s_35538	    2	    0	    0	   0	    0	  24
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_midas_g_4133|s_midas_s_11880	   11	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_midas_g_5053|s_midas_s_11234	    2	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_midas_g_9742|s_midas_s_9742	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Microscillaceae|g_midas_g_9811	    0	    0	    0	   0	    0	   1
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Cytophagales|f_Spirosomaceae|g_midas_g_21395|s_midas_s_21395	    0	    0	    0	   7	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales	    0	    0	    0	   8	    1	   9
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Crocinitomicaceae|g_Fluviicola|s_midas_s_25833	    0	  136	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_Flavobacterium	    1	    0	    4	 259	    4	   6
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_Flavobacterium|s_Flavobacterium_cheonhonense	    0	    0	    0	   1	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_Flavobacterium|s_Flavobacterium_croceum	    0	    0	    0	  14	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_Flavobacterium|s_Flavobacterium_filum	    0	    0	    0	   0	    0	 953
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_Flavobacterium|s_Flavobacterium_humicola	    0	    0	    0	   0	   20	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_Flavobacterium|s_Flavobacterium_urocaniciphilum	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_Flavobacterium|s_midas_s_20351	    0	    0	    0	   0	    0	 339
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_Flavobacterium|s_midas_s_35373	    0	    0	    0	   0	    0	1607
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_Flavobacterium|s_midas_s_63550	    0	    1	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_NS9_marine_group	    0	    0	    0	  11	    0	5662
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_NS9_marine_group|g_midas_g_16239|s_midas_s_19908	    0	    0	    0	 628	    0	   4
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_NS9_marine_group|g_midas_g_225|s_midas_s_29701	    0	    0	    0	  26	    0	 444
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_NS9_marine_group|g_midas_g_225|s_midas_s_4255	    0	    0	    0	 115	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_NS9_marine_group|g_midas_g_3186|s_midas_s_10865	    0	    0	    0	  22	    0	   4
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_NS9_marine_group|g_midas_g_3186|s_midas_s_14641	    0	    0	    0	 203	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_NS9_marine_group|g_midas_g_3186|s_midas_s_3186	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium	   60	  124	 3000	  37	   16	  69
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_midas_s_53435	    0	    2	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_midas_s_88065	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Weeksellaceae|g_Cloacibacterium	    1	    0	    0	   3	    0	   5
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_AKYH767|g_midas_g_1363|s_midas_s_12170	    0	    0	    0	  57	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_AKYH767|g_midas_g_1363|s_midas_s_1657	    0	    0	    0	  19	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_AKYH767|g_midas_g_2126|s_midas_s_5484	    0	    0	    0	  51	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_AKYH767|g_midas_g_2126|s_midas_s_9620	    0	    0	    0	  27	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_AKYH767|g_midas_g_283|s_midas_s_283	    0	    0	    0	  47	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_AKYH767|g_midas_g_9646|s_midas_s_9646	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_LiUU-11-161|g_midas_g_7606|s_midas_s_7606	    0	    0	    0	   0	    0	  25
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_LiUU-11-161|g_midas_g_8891|s_midas_s_8891	    0	    0	    0	   0	    0	   1
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_NS11-12_marine_group|g_midas_g_10077|s_midas_s_16811	    1	  194	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_NS11-12_marine_group|g_midas_g_18405|s_midas_s_18405	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_NS11-12_marine_group|g_midas_g_41908|s_midas_s_41908	    0	    0	    0	   1	    0	  14
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_NS11-12_marine_group|g_midas_g_42462|s_midas_s_42462	    1	    0	    0	   0	    0	1377
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_NS11-12_marine_group|g_midas_g_5889|s_midas_s_15378	    0	    0	    0	  62	    0	   2
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_NS11-12_marine_group|g_midas_g_7176|s_midas_s_55474	    0	    0	    0	  31	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_Sphingobacteriaceae|g_Nubsella|s_midas_s_43564	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_Sphingobacteriaceae|g_Pedobacter	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_env.OPS_17|g_midas_g_3487|s_midas_s_5378	    0	    0	    0	   2	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_env.OPS_17|g_midas_g_3813|s_midas_s_13212	    0	    0	    0	 371	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_env.OPS_17|g_midas_g_3838	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_env.OPS_17|g_midas_g_3838|s_midas_s_33959	    0	    0	    0	   0	    0	  11
k_Bacteria|p_Bacteroidota|c_Ignavibacteria|o_Ignavibacteriales|f_Ignavibacteriaceae|g_Ignavibacterium|s_midas_s_12514	    0	    0	    0	   7	    0	 236
k_Bacteria|p_Bacteroidota|c_Ignavibacteria|o_Ignavibacteriales|f_Ignavibacteriaceae|g_Ignavibacterium|s_midas_s_16060	    0	    0	    0	   1	    0	  29
k_Bacteria|p_Bacteroidota|c_Ignavibacteria|o_Ignavibacteriales|f_Ignavibacteriaceae|g_Ignavibacterium|s_midas_s_1940	    0	    0	    0	   3	    0	 215
k_Bacteria|p_Bacteroidota|c_Ignavibacteria|o_Ignavibacteriales|f_Ignavibacteriaceae|g_Ignavibacterium|s_midas_s_29150	    0	    0	    0	  22	    0	   0
k_Bacteria|p_Bacteroidota|c_Ignavibacteria|o_Ignavibacteriales|f_Melioribacteraceae|g_midas_g_18788|s_midas_s_18788	    0	    0	    0	   0	    0	  17
k_Bacteria|p_Bacteroidota|c_Ignavibacteria|o_Ignavibacteriales|f_PHOS-HE36|g_midas_g_179|s_midas_s_11460	    0	    0	    0	   0	    0	  43
k_Bacteria|p_Bacteroidota|c_Ignavibacteria|o_Ignavibacteriales|f_PHOS-HE36|g_midas_g_179|s_midas_s_179	    0	    0	    0	   0	    0	   6
k_Bacteria|p_Bacteroidota|c_Ignavibacteria|o_SJA-28|f_midas_f_31|g_midas_g_171	    0	    0	    0	 123	    0	  44
k_Bacteria|p_Bacteroidota|c_Ignavibacteria|o_SJA-28|f_midas_f_31|g_midas_g_31|s_midas_s_589	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Kapabacteria|o_Kapabacteriales|f_midas_f_2685|g_midas_g_9266|s_midas_s_34936	    0	    0	    0	   0	    0	   6
k_Bacteria|p_Bacteroidota|c_Kapabacteria|o_Kapabacteriales|f_midas_f_428|g_midas_g_19197|s_midas_s_19197	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bacteroidota|c_Kapabacteria|o_Kapabacteriales|f_midas_f_428|g_midas_g_19197|s_midas_s_24777	    0	    0	    0	 720	    0	  12
k_Bacteria|p_Bacteroidota|c_Kapabacteria|o_Kapabacteriales|f_midas_f_428|g_midas_g_19197|s_midas_s_68050	    0	    0	    0	   3	    0	   1
k_Bacteria|p_Bacteroidota|c_Kapabacteria|o_Kapabacteriales|f_midas_f_428|g_midas_g_428|s_midas_s_27275	    0	    0	    0	   1	    0	 127
k_Bacteria|p_Bacteroidota|c_Kapabacteria|o_Kapabacteriales|f_midas_f_428|g_midas_g_428|s_midas_s_428	    0	    0	    0	   3	    0	   1
k_Bacteria|p_Bacteroidota|c_Kapabacteria|o_Kapabacteriales|f_midas_f_428|g_midas_g_9818|s_midas_s_9818	    0	    0	    0	  70	    0	   0
k_Bacteria|p_Bacteroidota|c_Kapabacteria|o_Kapabacteriales|f_midas_f_93|g_midas_g_39761|s_midas_s_57063	    0	    0	    0	   1	    0	  35
k_Bacteria|p_Bacteroidota|c_Kapabacteria|o_Kapabacteriales|f_midas_f_93|g_midas_g_8867|s_midas_s_8867	    0	    0	    0	  32	    0	 382
k_Bacteria|p_Bacteroidota|c_Kryptonia|o_Kryptoniales|f_MSB-3C8|g_midas_g_35786|s_midas_s_65051	    0	    0	    0	   0	    0	  41
k_Bacteria|p_Bacteroidota|c_Rhodothermia|o_Rhodothermales|f_Rhodothermaceae|g_midas_g_57689|s_midas_s_57689	    0	    0	    0	   0	    0	  35
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bacteriovoracales|f_Bacteriovoracaceae|g_Bacteriovorax|s_midas_s_57290	    0	    0	    0	   2	    0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae	    0	    0	    0	  17	    0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio	    0	    0	    0	   0	    0	  64
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_34417	    0	    0	    0	  17	    0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_39819	    0	    0	    0	  11	    0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_4437	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_52961	    0	    0	    0	  98	    0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_53360	    0	    0	    0	   0	    0	  27
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_53920	    0	    1	    0	  12	    0	  59
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_56693	    0	    0	    0	   3	    0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_65552	    0	    0	    0	  23	    0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_Bdellovibrio|s_midas_s_75978	    0	    0	    0	   0	    0	   2
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_midas_g_59074|s_midas_s_59074	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Bdellovibrionota|c_Bdellovibrionia|o_Bdellovibrionales|f_Bdellovibrionaceae|g_midas_g_78510	    0	    0	    0	  15	    0	   0
k_Bacteria|p_Bdellovibrionota|c_Oligoflexia|o_0319-6G20|f_midas_f_18718|g_midas_g_18718|s_midas_s_18718	    0	    0	    0	   8	    0	   0
k_Bacteria|p_Bdellovibrionota|c_Oligoflexia|o_0319-6G20|f_midas_f_2887|g_midas_g_6486|s_midas_s_6486	    0	    0	    0	  19	    0	   0
k_Bacteria|p_Bdellovibrionota|c_Oligoflexia|o_0319-6G20|f_midas_f_3092|g_midas_g_4299	    0	    0	    0	   0	    0	  13
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae|g_Ca_Villigracilis	    0	    0	    0	   0	    0	 203
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae|g_Ca_Villigracilis|s_midas_s_14384	    0	    0	    0	   0	    0	  33
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae|g_Ca_Villigracilis|s_midas_s_6664	    0	    0	    0	   0	    0	  10
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae|g_Leptolinea|s_midas_s_14538	    0	    0	    0	   0	    0	  10
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae|g_Longilinea|s_midas_s_10941	    0	    0	    0	   0	    0	  87
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Anaerolineales|f_Anaerolineaceae|g_midas_g_5914|s_midas_s_17679	    0	    0	    0	   1	    0	 331
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Ardenticatenales|f_Ca_Promineofilaceae|g_midas_g_1951|s_midas_s_5115	    0	    0	    0	   0	    0	  20
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_1348|s_midas_s_1348	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_1668	    0	    0	    0	   2	    1	   3
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_1668|s_midas_s_35278	    0	    0	    0	   5	    0	   6
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_1668|s_midas_s_53655	    0	    0	    0	   4	    0	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_169|s_midas_s_169	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_1965	    0	    0	    0	   0	    0	   5
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_26459	    0	    0	    0	   1	    3	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_3297|s_midas_s_3297	    0	    0	    0	   0	    0	  14
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_Caldilineales|f_Caldilineaceae|g_midas_g_4907|s_midas_s_42420	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_RBG-13-54-9|f_midas_f_72|g_midas_g_4300|s_midas_s_4300	    0	    0	    0	   1	    0	  33
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_OLB15|s_midas_s_30245	    0	    0	    0	   0	    0	  33
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_16643|s_midas_s_16643	    0	    0	    0	   1	    0	 187
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_16643|s_midas_s_19959	    0	    0	    0	   0	    0	  48
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_22263|s_midas_s_72326	    0	    0	    0	   0	    0	  38
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_2842|s_midas_s_13924	    0	    0	    0	   2	    0	  16
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_3726	    0	    0	    0	   0	    0	  14
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_3726|s_midas_s_31470	    0	    0	    0	   0	    0	  15
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_42661|s_midas_s_42661	    0	    0	    0	   1	    0	 161
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_4871	    0	    0	    0	   1	    0	  21
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_A4b|g_midas_g_8129|s_midas_s_8129	    0	    0	    0	   0	    0	 141
k_Bacteria|p_Chloroflexi|c_Anaerolineae|o_SBR1031|f_midas_f_12777|g_midas_g_21647|s_midas_s_21647	    0	    0	    0	   0	    0	  10
k_Bacteria|p_Chloroflexi|c_Chloroflexia|o_Thermomicrobiales|f_AKYG1722	    0	    0	    0	   0	    0	   4
k_Bacteria|p_Chloroflexi|c_Chloroflexia|o_Thermomicrobiales|f_JG30-KF-CM45|g_midas_g_3626	    0	    0	    0	   1	    0	   5
k_Bacteria|p_Chloroflexi|c_Chloroflexia|o_Thermomicrobiales|f_JG30-KF-CM45|g_midas_g_5082	    0	    0	    0	   0	    0	   4
k_Bacteria|p_Chloroflexi|c_Chloroflexia|o_Thermomicrobiales|f_JG30-KF-CM45|g_midas_g_6223|s_midas_s_18165	    0	    0	    0	   0	    0	   3
k_Bacteria|p_Chloroflexi|c_Chloroflexia|o_Thermomicrobiales|f_JG30-KF-CM45|g_midas_g_859|s_midas_s_3513	    0	    0	    0	   0	    0	  11
k_Bacteria|p_Chloroflexi|c_KD4-96|o_midas_o_3277|f_midas_f_3277|g_midas_g_3277|s_midas_s_3277	    0	    0	    0	   5	    0	  11
k_Bacteria|p_Chloroflexi|c_OLB14|o_midas_o_731|f_midas_f_5900|g_midas_g_5900|s_midas_s_6548	    0	    0	    0	   2	    0	   5
k_Bacteria|p_Chloroflexi|c_OLB14|o_midas_o_731|f_midas_f_731|g_midas_g_1412|s_midas_s_8871	    0	    0	    0	   0	    0	  43
k_Bacteria|p_Chloroflexi|c_OLB14|o_midas_o_731|f_midas_f_731|g_midas_g_731	    0	    0	    0	   0	    0	 109
k_Bacteria|p_Chloroflexi|c_OLB14|o_midas_o_731|f_midas_f_731|g_midas_g_731|s_midas_s_6539	    0	    0	    0	   0	    0	   1
k_Bacteria|p_Chloroflexi|c_OLB14|o_midas_o_731|f_midas_f_731|g_midas_g_731|s_midas_s_849	    0	    0	    0	   0	    0	  33
k_Bacteria|p_Cyanobacteria|c_Sericytochromatia|o_midas_o_1421|f_midas_f_1421|g_midas_g_1421|s_midas_s_1421	    0	    0	    0	   0	    0	  21
k_Bacteria|p_Cyanobacteria|c_Vampirivibrionia|o_Obscuribacterales|f_Obscuribacteraceae|g_Ca_Obscuribacter|s_midas_s_13057	    0	    0	    0	 484	    0	   0
k_Bacteria|p_Dadabacteria|c_Dadabacteriia|o_Dadabacteriales|f_midas_f_603|g_midas_g_603|s_midas_s_603	    0	    0	    0	   5	    0	   2
k_Bacteria|p_Deinococcota|c_Deinococci|o_Deinococcales|f_Deinococcaceae|g_Deinococcus	    0	    0	    0	   0	    0	  29
k_Bacteria|p_Deinococcota|c_Deinococci|o_Deinococcales|f_Trueperaceae|g_Truepera|s_midas_s_21108	    0	    0	    0	   0	    0	   3
k_Bacteria|p_Deinococcota|c_Deinococci|o_Deinococcales|f_Trueperaceae|g_Truepera|s_midas_s_60145	    0	    0	    0	   0	    0	   7
k_Bacteria|p_Deinococcota|c_Deinococci|o_Thermales|f_Thermaceae|g_midas_g_42352|s_midas_s_42352	    0	    0	    0	   2	    0	 331
k_Bacteria|p_Desulfobacterota|c_Desulfuromonadia|o_Bradymonadales|f_midas_f_32820|g_midas_g_32820|s_midas_s_61953	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Desulfobacterota|c_Desulfuromonadia|o_PB19|f_midas_f_1334|g_midas_g_1334|s_midas_s_18549	    0	    0	    0	   6	    0	  19
k_Bacteria|p_Desulfobacterota|c_Desulfuromonadia|o_PB19|f_midas_f_1334|g_midas_g_1334|s_midas_s_60297	    0	    0	    0	  47	    0	   0
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_2276|f_midas_f_51851|g_midas_g_51851|s_midas_s_51851	    0	    0	    0	   2	    0	   0
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_41|f_midas_f_1389	    0	    0	    0	   1	    0	   0
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_41|f_midas_f_1389|g_midas_g_11696	    0	    0	    0	   9	    0	   0
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_41|f_midas_f_1389|g_midas_g_11696|s_midas_s_28681	    0	    0	    0	   4	    0	   0
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_41|f_midas_f_1389|g_midas_g_11696|s_midas_s_41007	    0	    0	    0	   1	    0	   0
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_41|f_midas_f_1389|g_midas_g_1389|s_midas_s_1389	   44	    0	    0	 176	    1	 229
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_41|f_midas_f_1389|g_midas_g_49725|s_midas_s_63908	    1	    0	    0	  34	    0	  22
k_Bacteria|p_Desulfobacterota|c_midas_c_41|o_midas_o_918|f_midas_f_918|g_midas_g_77174|s_midas_s_77174	    0	    0	    0	  21	    0	   1
k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Turicibacter|s_Turicibacter_sanguinis	    0	    0	    3	   4	    0	   0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Trichococcus|s_midas_s_4	    0	    0	    0	   2	    2	   1
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_midas_s_19478	    0	    1	    0	   0	    0	   0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae_R-7_group|s_midas_s_3317	    0	    0	    0	   0	    1	   0
